ID,Age,InfraredScanResults,VisualConditions,Pad,Loading,HealthIndex
3415,39,0.48,Serious Defects,Serious Defects,36.65,2
3416,39,0.44,Serious Defects,Serious Defects,41.42,1.3
3417,16,0.01,Minor Defects,Moderate Defects,36.5,4.1
3418,24,0.05,Moderate Defects,Significant Defects,19.78,3.4
3419,28,0.1,Significant Defects,Significant Defects,23.37,3.9
3420,46,0.91,Serious Defects,Serious Defects,31.15,0.8
3421,16,0.01,Minor Defects,Moderate Defects,25.13,4.6
3422,43,0.71,Serious Defects,Serious Defects,28.71,1.3
3423,23,0.04,Moderate Defects,Moderate Defects,47.52,3.4
3424,46,0.96,Serious Defects,Serious Defects,23.84,1
3425,46,0.92,Serious Defects,Serious Defects,21.41,0.7
3426,45,0.84,Serious Defects,Serious Defects,53.2,1.8
3427,38,0.4,Serious Defects,Serious Defects,52.45,2
3428,29,0.12,Significant Defects,Significant Defects,33.64,3.3
3429,41,0.56,Serious Defects,Serious Defects,48.91,1.3
3430,30,0.15,Significant Defects,Significant Defects,49.28,3
3431,16,0.01,Minor Defects,Moderate Defects,34.59,4.4
3432,44,0.77,Serious Defects,Serious Defects,51.79,1.3
3433,46,0.98,Serious Defects,Serious Defects,47.75,0.1
3434,15,0.01,Minor Defects,Moderate Defects,52.03,4.5
3435,43,0.74,Serious Defects,Serious Defects,54.19,1.7
3436,15,0.01,Minor Defects,Moderate Defects,34.11,4.5
3437,45,0.91,Serious Defects,Serious Defects,53.32,0.5
3438,43,0.71,Serious Defects,Serious Defects,46.53,1.1
3439,38,0.42,Significant Defects,Serious Defects,29.19,2.2
3440,46,0.98,Serious Defects,Serious Defects,47.78,0.2
3441,46,0.97,Serious Defects,Serious Defects,47.26,0.5
3442,23,0.04,Moderate Defects,Moderate Defects,41.04,3.4
3443,29,0.12,Significant Defects,Significant Defects,29.08,3.4
3444,19,0.02,Moderate Defects,Moderate Defects,30.06,3.6
3445,36,0.32,Significant Defects,Serious Defects,18.54,2.3
3446,42,0.63,Serious Defects,Serious Defects,42.39,1.4
3447,28,0.1,Significant Defects,Significant Defects,47.85,3.7
3448,15,0.01,Minor Defects,Moderate Defects,45.63,4.8
3449,45,0.88,Serious Defects,Serious Defects,38.13,0.6
3450,16,0.01,Moderate Defects,Moderate Defects,39.52,3.4
3451,45,0.88,Serious Defects,Serious Defects,53.07,0.3
3452,15,0.01,Minor Defects,Moderate Defects,43.08,4.8
3453,25,0.06,Moderate Defects,Significant Defects,48.63,3.8
3454,39,0.43,Significant Defects,Serious Defects,38.05,3
3455,46,1,Serious Defects,Serious Defects,39.04,0.2
3456,46,0.91,Serious Defects,Serious Defects,53.41,0.8
3457,43,0.69,Serious Defects,Serious Defects,39.13,1.5
3458,16,0.01,Moderate Defects,Moderate Defects,27.62,3.3
3459,18,0.01,Moderate Defects,Moderate Defects,48.91,3.9
3460,29,0.12,Significant Defects,Significant Defects,33.86,3.3
3461,15,0.01,Minor Defects,Moderate Defects,37.85,4.4
3462,18,0.01,Moderate Defects,Moderate Defects,28.46,3.1
3463,44,0.76,Serious Defects,Serious Defects,39.07,1.6
3464,43,0.7,Serious Defects,Serious Defects,36.18,1.7
3465,41,0.6,Serious Defects,Serious Defects,40.77,1.5
3466,43,0.73,Serious Defects,Serious Defects,18.01,1.4
3467,46,1,Serious Defects,Serious Defects,21.69,0.6
3468,46,0.97,Serious Defects,Serious Defects,32.62,0.3
3469,37,0.35,Significant Defects,Serious Defects,37,2.5
3470,15,0.01,Minor Defects,Moderate Defects,44.38,4.3
3471,15,0.01,Minor Defects,Moderate Defects,51.6,4.8
3472,38,0.42,Serious Defects,Serious Defects,41.86,1.2
3473,26,0.07,Moderate Defects,Significant Defects,47.53,3.9
3474,30,0.13,Significant Defects,Significant Defects,24.23,3
3475,43,0.71,Serious Defects,Serious Defects,18.27,1.8
3476,27,0.09,Moderate Defects,Significant Defects,34.76,3.9
3477,15,0.01,Minor Defects,Moderate Defects,29.8,4.1
3478,24,0.05,Moderate Defects,Significant Defects,54.49,3.2
3479,15,0.01,Minor Defects,Moderate Defects,21.49,4.5
3480,37,0.38,Serious Defects,Serious Defects,28.46,1.5
3481,45,0.89,Serious Defects,Serious Defects,48.09,0.6
3482,45,0.91,Serious Defects,Serious Defects,18.69,0.2
3483,15,0.01,Minor Defects,Moderate Defects,46.67,5
3484,18,0.01,Moderate Defects,Moderate Defects,34.43,3.5
3485,43,0.71,Serious Defects,Serious Defects,55.3,1.3
3486,46,0.93,Serious Defects,Serious Defects,48.37,0.2
3487,46,0.91,Serious Defects,Serious Defects,36.45,0.9
3488,34,0.24,Significant Defects,Serious Defects,22.3,2.6
3489,45,0.91,Serious Defects,Serious Defects,19.54,0.1
3490,23,0.04,Moderate Defects,Significant Defects,39.53,3.3
3491,40,0.5,Serious Defects,Serious Defects,54.2,1.9
3492,45,0.88,Serious Defects,Serious Defects,51.92,0.4
3493,45,0.9,Serious Defects,Serious Defects,42.15,0.4
3494,31,0.17,Significant Defects,Significant Defects,23.25,2.6
3495,36,0.32,Significant Defects,Serious Defects,28.41,2.6
3496,22,0.03,Moderate Defects,Significant Defects,21.46,3.2
3497,33,0.21,Significant Defects,Serious Defects,49.72,2.1
3498,15,0.01,Minor Defects,Moderate Defects,46.04,4.4
3499,40,0.53,Serious Defects,Serious Defects,41.72,2
3500,33,0.23,Significant Defects,Serious Defects,48.77,2.4
3501,45,0.91,Serious Defects,Serious Defects,28.92,0.3
3502,23,0.04,Moderate Defects,Significant Defects,23.3,4
3503,16,0.01,Minor Defects,Moderate Defects,18.28,4.2
3504,46,0.93,Serious Defects,Serious Defects,19.88,1
3505,46,0.97,Serious Defects,Serious Defects,24.83,0.4
3506,21,0.03,Moderate Defects,Moderate Defects,35.7,3.4
3507,17,0.01,Moderate Defects,Moderate Defects,26.92,3.4
3508,30,0.14,Significant Defects,Serious Defects,29.76,2.8
3509,16,0.01,Moderate Defects,Moderate Defects,52.2,3.3
3510,40,0.53,Serious Defects,Serious Defects,29.92,1.2
3511,37,0.37,Significant Defects,Serious Defects,31.04,2.7
3512,45,0.9,Serious Defects,Serious Defects,28.63,0.1
3513,18,0.01,Moderate Defects,Moderate Defects,33.16,3.7
3514,19,0.02,Moderate Defects,Moderate Defects,49.04,3.9
3515,31,0.16,Significant Defects,Significant Defects,27.89,2.5
3516,46,0.96,Serious Defects,Serious Defects,23.02,0.9
3517,45,0.89,Serious Defects,Serious Defects,52.13,0.7
3518,16,0.01,Minor Defects,Moderate Defects,53.42,4.5
3519,16,0.01,Minor Defects,Moderate Defects,21.63,4.8
3520,46,0.98,Serious Defects,Serious Defects,35.78,0.5
3521,46,0.93,Serious Defects,Serious Defects,45.88,0.3
3522,21,0.03,Moderate Defects,Moderate Defects,22.98,3.4
3523,21,0.03,Moderate Defects,Moderate Defects,33.91,3.2
3524,31,0.15,Significant Defects,Significant Defects,19.75,2.8
3525,23,0.04,Moderate Defects,Significant Defects,21.4,3.1
3526,43,0.72,Serious Defects,Serious Defects,34.21,1.2
3527,42,0.63,Serious Defects,Serious Defects,49.78,1.1
3528,35,0.29,Significant Defects,Serious Defects,22.74,2.7
3529,42,0.66,Serious Defects,Serious Defects,48.21,1.2
3530,16,0.01,Minor Defects,Moderate Defects,52.2,4.5
3531,39,0.45,Serious Defects,Serious Defects,48.91,1.3
3532,45,0.89,Serious Defects,Serious Defects,41.14,0.1
3533,45,0.9,Serious Defects,Serious Defects,20.33,0.5
3534,15,0.01,Minor Defects,Moderate Defects,46.08,4.5
3535,15,0.01,Minor Defects,Moderate Defects,36.44,4.3
3536,43,0.73,Serious Defects,Serious Defects,22.85,1.3
3537,46,0.97,Serious Defects,Serious Defects,54.73,0.3
3538,45,0.89,Serious Defects,Serious Defects,31.4,0.1
3539,21,0.03,Moderate Defects,Moderate Defects,28.89,3.9
3540,15,0.01,Minor Defects,Moderate Defects,39.01,4.1
3541,15,0.01,Minor Defects,Moderate Defects,40.81,4.3
3542,33,0.22,Significant Defects,Serious Defects,42.92,2.5
3543,43,0.67,Serious Defects,Serious Defects,32.75,1.5
3544,33,0.22,Significant Defects,Serious Defects,29.04,2.5
3545,16,0.01,Minor Defects,Moderate Defects,42.62,4.6
3546,43,0.75,Serious Defects,Serious Defects,31.9,1.9
3547,28,0.11,Significant Defects,Significant Defects,27.02,3.6
3548,37,0.35,Serious Defects,Serious Defects,46.21,2.3
3549,40,0.49,Serious Defects,Serious Defects,49.4,2
3550,15,0.01,Minor Defects,Moderate Defects,21.57,4.6
3551,25,0.06,Moderate Defects,Significant Defects,20.52,3.2
3552,15,0.01,Minor Defects,Moderate Defects,36.75,4.1
3553,28,0.1,Significant Defects,Significant Defects,19.83,3.2
3554,21,0.03,Moderate Defects,Moderate Defects,55.6,3.7
3555,35,0.29,Significant Defects,Serious Defects,52.72,2.2
3556,35,0.29,Significant Defects,Serious Defects,30.88,2.9
3557,46,0.99,Serious Defects,Serious Defects,26.98,0.6
3558,26,0.07,Moderate Defects,Significant Defects,48.42,3.5
3559,29,0.12,Significant Defects,Significant Defects,39.78,3.1
3560,16,0.01,Minor Defects,Moderate Defects,27.98,4.5
3561,15,0.01,Minor Defects,Moderate Defects,34.83,4.6
3562,15,0.01,Minor Defects,Moderate Defects,52.83,4.5
3563,39,0.45,Serious Defects,Serious Defects,22.59,1.2
3564,28,0.11,Significant Defects,Significant Defects,41.99,3.5
3565,46,0.98,Serious Defects,Serious Defects,54.59,0.4
3566,16,0.01,Minor Defects,Moderate Defects,34.53,4.8
3567,16,0.01,Minor Defects,Moderate Defects,20.27,4.4
3568,15,0.01,Minor Defects,Moderate Defects,38.41,5
3569,38,0.41,Significant Defects,Serious Defects,29.29,2.2
3570,18,0.01,Moderate Defects,Moderate Defects,55.52,3.1
3571,46,0.98,Serious Defects,Serious Defects,47.42,0.3
3572,20,0.02,Moderate Defects,Moderate Defects,30.99,3.8
3573,46,0.95,Serious Defects,Serious Defects,46.83,0.7
3574,27,0.09,Significant Defects,Significant Defects,25.14,3.4
3575,29,0.12,Significant Defects,Significant Defects,41.39,3.9
3576,46,0.94,Serious Defects,Serious Defects,25.06,0.9
3577,28,0.1,Significant Defects,Significant Defects,34.56,3.4
3578,38,0.41,Serious Defects,Serious Defects,55.01,1.1
3579,34,0.25,Significant Defects,Serious Defects,28.67,3
3580,35,0.27,Serious Defects,Serious Defects,23.98,2.3
3581,15,0.01,Minor Defects,Moderate Defects,31.3,4.5
3582,45,0.9,Serious Defects,Serious Defects,54.52,0.4
3583,34,0.24,Significant Defects,Serious Defects,28.47,2.8
3584,16,0.01,Moderate Defects,Moderate Defects,49.76,4
3585,42,0.64,Serious Defects,Serious Defects,18.19,1.4
3586,37,0.36,Significant Defects,Serious Defects,31.27,2.3
3587,18,0.01,Moderate Defects,Moderate Defects,34.84,3.1
3588,37,0.37,Serious Defects,Serious Defects,38.32,2.2
3589,26,0.07,Significant Defects,Significant Defects,40.53,3.8
3590,15,0.01,Minor Defects,Moderate Defects,43.32,4.2
3591,16,0.01,Minor Defects,Moderate Defects,30.46,4.3
3592,15,0.01,Minor Defects,Moderate Defects,22.62,4.6
3593,46,0.96,Serious Defects,Serious Defects,24.7,0.7
3594,41,0.55,Serious Defects,Serious Defects,31.85,1.9
3595,46,0.99,Serious Defects,Serious Defects,19.1,0.3
3596,46,0.94,Serious Defects,Serious Defects,35.47,0.9
3597,37,0.36,Significant Defects,Serious Defects,50.74,2.7
3598,16,0.01,Minor Defects,Moderate Defects,43.09,4.4
3599,40,0.52,Serious Defects,Serious Defects,42.29,1.3
3600,27,0.09,Significant Defects,Significant Defects,32.55,3.4
3601,26,0.07,Moderate Defects,Significant Defects,52,4
3602,28,0.1,Significant Defects,Significant Defects,37.66,3.3
3603,45,0.9,Serious Defects,Serious Defects,21.08,0.8
3604,42,0.67,Serious Defects,Serious Defects,27.56,1.4
3605,40,0.52,Serious Defects,Serious Defects,45.97,1.8
3606,46,0.94,Serious Defects,Serious Defects,24.44,0.6
3607,33,0.2,Significant Defects,Serious Defects,19.24,2.9
3608,26,0.07,Moderate Defects,Significant Defects,27.91,3.4
3609,16,0.01,Minor Defects,Moderate Defects,44.31,5
3610,46,0.93,Serious Defects,Serious Defects,26.82,0.9
3611,15,0.01,Minor Defects,Moderate Defects,51.89,4.9
3612,26,0.07,Significant Defects,Significant Defects,54.6,3.4
3613,45,0.91,Serious Defects,Serious Defects,38.8,0.6
3614,45,0.9,Serious Defects,Serious Defects,28.62,0.8
3615,29,0.12,Significant Defects,Significant Defects,29.66,3.2
3616,32,0.18,Significant Defects,Serious Defects,42.72,2.9
3617,30,0.13,Significant Defects,Significant Defects,23.52,2.3
3618,15,0.01,Minor Defects,Moderate Defects,24.82,4.9
3619,43,0.71,Serious Defects,Serious Defects,45.78,1.4
3620,46,0.92,Serious Defects,Serious Defects,22.72,0.9
3621,38,0.42,Serious Defects,Serious Defects,45.92,1.1
3622,46,0.93,Serious Defects,Serious Defects,40.35,0.4
3623,15,0.01,Minor Defects,Moderate Defects,21.6,4.4
3624,36,0.32,Significant Defects,Serious Defects,52.48,2.4
3625,43,0.72,Serious Defects,Serious Defects,48.46,1.2
3626,27,0.08,Significant Defects,Significant Defects,44.32,3.4
3627,18,0.01,Moderate Defects,Moderate Defects,29.99,3.3
3628,32,0.18,Significant Defects,Significant Defects,39.6,2.7
3629,16,0.01,Minor Defects,Moderate Defects,44.22,5
3630,19,0.02,Moderate Defects,Moderate Defects,33.51,3.2
3631,42,0.63,Serious Defects,Serious Defects,38.09,1.9
3632,45,0.89,Serious Defects,Serious Defects,38.05,0.7
3633,21,0.03,Moderate Defects,Moderate Defects,29.6,4
3634,45,0.9,Serious Defects,Serious Defects,21.3,0.1
3635,21,0.03,Moderate Defects,Moderate Defects,21.79,3.4
3636,46,1,Serious Defects,Serious Defects,33.12,0.2
3637,45,0.91,Serious Defects,Serious Defects,53.34,0.5
3638,28,0.1,Significant Defects,Significant Defects,18.13,3.9
3639,19,0.02,Moderate Defects,Moderate Defects,47.15,3.7
3640,34,0.24,Significant Defects,Serious Defects,35.36,2.6
3641,30,0.13,Significant Defects,Significant Defects,42.67,2.6
3642,16,0.01,Moderate Defects,Moderate Defects,20.39,3.1
3643,16,0.01,Minor Defects,Moderate Defects,20.37,4.4
3644,46,0.97,Serious Defects,Serious Defects,23.89,1
3645,16,0.01,Minor Defects,Moderate Defects,52.36,4.2
3646,15,0.01,Minor Defects,Moderate Defects,35.26,4.7
3647,32,0.19,Significant Defects,Serious Defects,42.3,2.4
3648,43,0.7,Serious Defects,Serious Defects,48.28,1.5
3649,22,0.03,Moderate Defects,Moderate Defects,19.75,3.5
3650,38,0.39,Serious Defects,Serious Defects,34.23,1.1
3651,33,0.2,Significant Defects,Serious Defects,32.13,2.6
3652,39,0.43,Serious Defects,Serious Defects,50.09,2
3653,15,0.01,Minor Defects,Moderate Defects,23.17,4.7
3654,27,0.09,Significant Defects,Significant Defects,34.65,4
3655,15,0.01,Minor Defects,Moderate Defects,18.72,4.6
3656,35,0.28,Significant Defects,Serious Defects,27.16,2.1
3657,23,0.04,Moderate Defects,Significant Defects,28.36,3.9
3658,46,0.99,Serious Defects,Serious Defects,42.32,0.1
3659,15,0.01,Minor Defects,Moderate Defects,22.17,4.9
3660,33,0.2,Significant Defects,Serious Defects,53.8,2.7
3661,16,0.01,Minor Defects,Moderate Defects,54.04,4.5
3662,45,0.9,Serious Defects,Serious Defects,31.02,0.3
3663,34,0.24,Significant Defects,Serious Defects,30.98,2.7
3664,31,0.16,Significant Defects,Significant Defects,42.29,2.3
3665,16,0.01,Minor Defects,Moderate Defects,40.97,4.6
3666,44,0.79,Serious Defects,Serious Defects,53.65,1.3
3667,42,0.62,Serious Defects,Serious Defects,37.89,1.8
3668,27,0.09,Significant Defects,Significant Defects,29.46,3.4
3669,35,0.28,Serious Defects,Serious Defects,28.7,2.8
3670,44,0.81,Serious Defects,Serious Defects,26.46,2
3671,15,0.01,Minor Defects,Moderate Defects,48.79,4.8
3672,16,0.01,Minor Defects,Moderate Defects,48.3,4.4
3673,37,0.34,Significant Defects,Serious Defects,47.29,2.2
3674,46,0.95,Serious Defects,Serious Defects,38.16,0.4
3675,45,0.88,Serious Defects,Serious Defects,19.09,0.2
3676,46,0.93,Serious Defects,Serious Defects,18.2,0.7
3677,43,0.75,Serious Defects,Serious Defects,35.7,1.7
3678,16,0.01,Minor Defects,Moderate Defects,39.93,4.3
3679,15,0.01,Moderate Defects,Moderate Defects,46.46,3.3
3680,46,0.93,Serious Defects,Serious Defects,34.23,0.4
3681,44,0.75,Serious Defects,Serious Defects,38.84,1.9
3682,16,0.01,Minor Defects,Moderate Defects,20.43,4.8
3683,29,0.12,Significant Defects,Significant Defects,37.21,3.8
3684,15,0.01,Minor Defects,Moderate Defects,18.02,4.3
3685,15,0.01,Minor Defects,Moderate Defects,42.46,4.3
3686,36,0.32,Significant Defects,Serious Defects,28.46,3
3687,28,0.1,Moderate Defects,Significant Defects,39.98,3.4
3688,42,0.66,Serious Defects,Serious Defects,45.09,1.3
3689,33,0.21,Significant Defects,Serious Defects,32.14,2.6
3690,45,0.88,Serious Defects,Serious Defects,28.66,1
3691,30,0.14,Significant Defects,Significant Defects,20.66,2.6
3692,18,0.01,Moderate Defects,Moderate Defects,49.08,3.1
3693,16,0.01,Minor Defects,Moderate Defects,18.63,4.5
3694,42,0.61,Serious Defects,Serious Defects,41.64,1.6
3695,16,0.01,Minor Defects,Moderate Defects,28.52,5
3696,16,0.01,Minor Defects,Moderate Defects,29.23,4.7
3697,31,0.15,Significant Defects,Significant Defects,45.44,2.3
3698,30,0.14,Significant Defects,Significant Defects,31.68,2.4
3699,36,0.3,Serious Defects,Serious Defects,22.69,2.4
3700,21,0.03,Moderate Defects,Moderate Defects,18.69,3.3
3701,17,0.01,Moderate Defects,Moderate Defects,48.66,4
3702,22,0.03,Moderate Defects,Significant Defects,42.2,3.9
3703,46,0.96,Serious Defects,Serious Defects,45.29,0.3
3704,46,0.98,Serious Defects,Serious Defects,27.32,0.1
3705,33,0.21,Significant Defects,Significant Defects,35.1,3
3706,24,0.05,Moderate Defects,Significant Defects,53.11,4
3707,46,0.98,Serious Defects,Serious Defects,24.86,0.9
3708,21,0.03,Moderate Defects,Moderate Defects,24.57,3.7
3709,41,0.58,Serious Defects,Serious Defects,43.55,1.1
3710,29,0.12,Significant Defects,Significant Defects,44.31,3.1
3711,42,0.63,Serious Defects,Serious Defects,32.03,1.7
3712,18,0.01,Moderate Defects,Moderate Defects,39.01,3.4
3713,15,0.01,Minor Defects,Moderate Defects,23.87,4.5
3714,15,0.01,Minor Defects,Moderate Defects,55.55,4.7
3715,44,0.8,Serious Defects,Serious Defects,27.55,1.8
3716,46,0.98,Serious Defects,Serious Defects,38.96,0.4
3717,46,0.98,Serious Defects,Serious Defects,45.74,0.5
3718,29,0.12,Significant Defects,Significant Defects,41.63,4
3719,46,0.94,Serious Defects,Serious Defects,54.47,0.6
3720,31,0.16,Significant Defects,Significant Defects,48.63,2.9
3721,35,0.27,Significant Defects,Serious Defects,52.25,2.5
3722,46,0.96,Serious Defects,Serious Defects,55.99,0.8
3723,41,0.57,Serious Defects,Serious Defects,18.63,1.9
3724,15,0.01,Minor Defects,Moderate Defects,33.97,4.3
3725,35,0.29,Serious Defects,Serious Defects,50.21,2.2
3726,45,0.91,Serious Defects,Serious Defects,22.69,1
3727,40,0.51,Serious Defects,Serious Defects,43.96,1.5
3728,15,0.01,Minor Defects,Moderate Defects,40.17,4.1
3729,16,0.01,Minor Defects,Moderate Defects,30.83,4.1
3730,15,0.01,Minor Defects,Moderate Defects,28.23,4.9
3731,18,0.01,Moderate Defects,Moderate Defects,41.52,3.4
3732,15,0.01,Minor Defects,Moderate Defects,40.8,4.7
3733,27,0.09,Significant Defects,Significant Defects,31.4,3.8
3734,33,0.22,Significant Defects,Serious Defects,18.08,2.7
3735,40,0.51,Serious Defects,Serious Defects,51.68,1.5
3736,43,0.67,Serious Defects,Serious Defects,39.53,2
3737,46,0.91,Serious Defects,Serious Defects,34.61,1
3738,35,0.27,Significant Defects,Serious Defects,24.88,2.6
3739,16,0.01,Minor Defects,Moderate Defects,19.63,4.1
3740,45,0.91,Serious Defects,Serious Defects,28.99,0.4
3741,15,0.01,Minor Defects,Moderate Defects,21.98,4.7
3742,46,0.93,Serious Defects,Serious Defects,54.38,0.5
3743,46,0.91,Serious Defects,Serious Defects,41.62,0.1
3744,23,0.04,Moderate Defects,Significant Defects,38.88,3.3
3745,30,0.15,Significant Defects,Significant Defects,51.02,3
3746,15,0.01,Minor Defects,Moderate Defects,38.43,4.8
3747,15,0.01,Moderate Defects,Moderate Defects,21.67,3.4
3748,15,0.01,Minor Defects,Moderate Defects,22.42,4.8
3749,42,0.62,Serious Defects,Serious Defects,23.95,1.1
3750,39,0.47,Serious Defects,Serious Defects,42.13,1.8
3751,44,0.79,Serious Defects,Serious Defects,49.23,1.2
3752,43,0.73,Serious Defects,Serious Defects,26.28,1.6
3753,44,0.75,Serious Defects,Serious Defects,35.29,1.7
3754,45,0.89,Serious Defects,Serious Defects,23.89,1
3755,38,0.42,Serious Defects,Serious Defects,38.92,2
3756,15,0.01,Minor Defects,Moderate Defects,33.22,4.1
3757,46,0.92,Serious Defects,Serious Defects,27.06,0.8
3758,45,0.84,Serious Defects,Serious Defects,39.6,1.2
3759,44,0.76,Serious Defects,Serious Defects,48.57,1.5
3760,16,0.01,Minor Defects,Moderate Defects,50.06,4.6
3761,15,0.01,Minor Defects,Moderate Defects,20.14,4.9
3762,16,0.01,Minor Defects,Moderate Defects,54.13,4.9
3763,15,0.01,Minor Defects,Moderate Defects,35.87,4.5
3764,38,0.41,Serious Defects,Serious Defects,41.44,1.8
3765,15,0.01,Minor Defects,Moderate Defects,22.35,4.2
3766,39,0.43,Serious Defects,Serious Defects,32.11,1.7
3767,33,0.22,Significant Defects,Serious Defects,33.99,3
3768,15,0.01,Minor Defects,Moderate Defects,27.84,4.4
3769,46,0.93,Serious Defects,Serious Defects,28.22,0.7
3770,45,0.86,Serious Defects,Serious Defects,49.8,1.5
3771,46,0.98,Serious Defects,Serious Defects,51.15,0.6
3772,32,0.19,Significant Defects,Significant Defects,21.77,2.5
3773,45,0.88,Serious Defects,Serious Defects,25.8,0.3
3774,43,0.68,Serious Defects,Serious Defects,45.22,1.2
3775,15,0.01,Minor Defects,Moderate Defects,29.74,5
3776,24,0.05,Moderate Defects,Significant Defects,35.74,4
3777,21,0.03,Moderate Defects,Moderate Defects,48.33,3.4
3778,42,0.64,Serious Defects,Serious Defects,51.78,1.4
3779,35,0.29,Significant Defects,Serious Defects,49.86,2.2
3780,28,0.1,Significant Defects,Significant Defects,40.63,3.3
3781,42,0.61,Serious Defects,Serious Defects,46.96,1.7
3782,40,0.53,Serious Defects,Serious Defects,20.57,1.1
3783,29,0.12,Significant Defects,Significant Defects,49.25,3.5
3784,15,0.01,Minor Defects,Moderate Defects,25.56,4.4
3785,43,0.68,Serious Defects,Serious Defects,53.12,1.2
3786,45,0.89,Serious Defects,Serious Defects,30.84,1
3787,15,0.01,Minor Defects,Moderate Defects,40.76,4.3
3788,19,0.02,Moderate Defects,Moderate Defects,44.3,3.5
3789,15,0.01,Minor Defects,Moderate Defects,52.43,4.6
3790,16,0.01,Moderate Defects,Moderate Defects,55.5,3.3
3791,30,0.14,Significant Defects,Significant Defects,54.79,2.7
3792,15,0.01,Minor Defects,Moderate Defects,30.42,4.5
3793,45,0.88,Serious Defects,Serious Defects,27.91,0.1
3794,24,0.05,Moderate Defects,Significant Defects,34.54,3.6
3795,40,0.5,Serious Defects,Serious Defects,54.08,1.2
3796,17,0.01,Moderate Defects,Moderate Defects,49.84,4
3797,25,0.06,Moderate Defects,Significant Defects,40.92,3.1
3798,37,0.36,Serious Defects,Serious Defects,36.66,2.8
3799,40,0.5,Serious Defects,Serious Defects,41.87,1.9
3800,45,0.9,Serious Defects,Serious Defects,33.58,0.3
3801,15,0.01,Minor Defects,Moderate Defects,44.61,4.7
3802,39,0.48,Serious Defects,Serious Defects,35.9,1.2
3803,15,0.01,Minor Defects,Moderate Defects,31.84,4.5
3804,16,0.01,Minor Defects,Moderate Defects,22.22,4.3
3805,46,1,Serious Defects,Serious Defects,32.02,0.7
3806,37,0.35,Significant Defects,Serious Defects,39.73,2.2
3807,42,0.62,Serious Defects,Serious Defects,55.52,1.5
3808,46,1,Serious Defects,Serious Defects,44.66,1
3809,15,0.01,Minor Defects,Moderate Defects,19.33,4.5
3810,46,0.99,Serious Defects,Serious Defects,46.06,0.7
3811,21,0.03,Moderate Defects,Moderate Defects,28.81,3.2
3812,23,0.04,Moderate Defects,Significant Defects,45.05,3.2
3813,37,0.34,Significant Defects,Serious Defects,38.61,3
3814,15,0.01,Minor Defects,Moderate Defects,21.43,4.6
3815,46,0.97,Serious Defects,Serious Defects,31.96,0.7
3816,37,0.38,Serious Defects,Serious Defects,35.73,1.2
3817,42,0.64,Serious Defects,Serious Defects,29.05,1.8
3818,42,0.64,Serious Defects,Serious Defects,27.6,1.3
3819,33,0.21,Significant Defects,Serious Defects,30.1,2.4
3820,15,0.01,Minor Defects,Moderate Defects,46.5,4.8
3821,46,0.98,Serious Defects,Serious Defects,35.07,1
3822,15,0.01,Minor Defects,Moderate Defects,18.92,4.7
3823,38,0.39,Significant Defects,Serious Defects,55.4,2.2
3824,21,0.03,Moderate Defects,Moderate Defects,25.12,3.4
3825,24,0.05,Moderate Defects,Significant Defects,48.66,3.1
3826,33,0.22,Significant Defects,Serious Defects,22.42,2.5
3827,45,0.84,Serious Defects,Serious Defects,41.76,1.8
3828,16,0.01,Minor Defects,Moderate Defects,48.07,4.7
3829,42,0.66,Serious Defects,Serious Defects,28.91,1.3
3830,35,0.28,Serious Defects,Serious Defects,43.4,2.3
3831,46,0.91,Serious Defects,Serious Defects,46.18,1
3832,27,0.09,Significant Defects,Significant Defects,31.35,3.9
3833,29,0.12,Significant Defects,Significant Defects,35.92,3.2
3834,15,0.01,Minor Defects,Moderate Defects,54.57,4.3
3835,15,0.01,Minor Defects,Moderate Defects,47.6,4.6
3836,46,0.94,Serious Defects,Serious Defects,31.86,0.6
3837,15,0.01,Minor Defects,Moderate Defects,20.13,4.2
3838,35,0.29,Significant Defects,Serious Defects,53.68,2.2
3839,45,0.91,Serious Defects,Serious Defects,53.41,1
3840,19,0.02,Moderate Defects,Moderate Defects,54.4,3.3
3841,16,0.01,Minor Defects,Moderate Defects,34.33,4.4
3842,22,0.03,Moderate Defects,Moderate Defects,33.76,4
3843,36,0.34,Serious Defects,Serious Defects,49.2,2.7
3844,30,0.14,Significant Defects,Significant Defects,55.98,2.9
3845,46,0.96,Serious Defects,Serious Defects,53.3,0.9
3846,15,0.01,Minor Defects,Moderate Defects,33.66,4.2
3847,44,0.76,Serious Defects,Serious Defects,44.84,1.7
3848,45,0.87,Serious Defects,Serious Defects,33.6,1.8
3849,45,0.91,Serious Defects,Serious Defects,18.15,0.8
3850,15,0.01,Minor Defects,Moderate Defects,18.02,4.3
3851,38,0.39,Serious Defects,Serious Defects,41.71,1.1
3852,15,0.01,Minor Defects,Moderate Defects,30.22,4.9
3853,26,0.07,Moderate Defects,Significant Defects,19.22,3.1
3854,44,0.79,Serious Defects,Serious Defects,34.69,1.5
3855,36,0.31,Significant Defects,Serious Defects,33.94,2.5
3856,15,0.01,Minor Defects,Moderate Defects,18.31,4.2
3857,16,0.01,Minor Defects,Moderate Defects,34.55,4.4
3858,18,0.01,Moderate Defects,Moderate Defects,18.09,3.1
3859,23,0.04,Moderate Defects,Moderate Defects,20.01,3.8
3860,15,0.01,Minor Defects,Moderate Defects,39.11,4.3
